query_item_id,relevant_item_id,culture_canonical,ground_truth_criterion,ground_truth_version
CMA:104236,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:307940,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:307943,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:308283,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:308290,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:310059,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:310695,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:310697,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:310698,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:310699,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:312669,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104236,MET:313121,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104238,CMA:104390,Chimu,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104238,CMA:108038,Chimu,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104238,CMA:152819,Chimu,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104238,MET:307944,Chimu,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104238,MET:313153,Chimu,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104234,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104236,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104241,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104242,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104243,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104244,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104245,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104246,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104247,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104248,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:307940,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:307943,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:308283,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:308290,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:310059,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:310695,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:310697,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:310698,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:310699,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:312669,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104240,MET:313121,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104234,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104236,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104240,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104242,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104243,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104244,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104245,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104246,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104247,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104248,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:307940,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:307943,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:308283,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:308290,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:310059,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:310695,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:310697,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:310698,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:310699,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:312669,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104241,MET:313121,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104234,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104236,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104240,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104241,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104243,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104244,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104245,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104246,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104247,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104248,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:307940,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:307943,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:308283,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:308290,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:310059,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:310695,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:310697,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:310698,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:310699,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:312669,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104242,MET:313121,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104234,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104236,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104240,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104241,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104242,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104244,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104245,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104246,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104247,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104248,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:307940,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:307943,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:308283,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:308290,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:310059,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:310695,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:310697,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:310698,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:310699,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:312669,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104243,MET:313121,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104234,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104236,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104240,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104241,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104242,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104243,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104245,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104246,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104247,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104248,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:307940,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:307943,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:308283,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:308290,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:310059,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:310695,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:310697,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:310698,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:310699,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:312669,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104244,MET:313121,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104234,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104236,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104240,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104241,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104242,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104243,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104244,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104246,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104247,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104248,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:307940,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:307943,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:308283,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:308290,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:310059,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:310695,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:310697,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:310698,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:310699,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:312669,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104245,MET:313121,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104234,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104236,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104240,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104241,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104242,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104243,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104244,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104245,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104247,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104248,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:104249,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:108026,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:108033,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:108034,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:108044,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:119652,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:149062,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,CMA:302272,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
CMA:104246,MET:307806,Chancay,same_strict_canonical_culture,culture_ground_truth_strict_v1
