item_id,museum,source_object_id,source_accession_number,title,title_original,description,culture,culture_original,period,period_original,object_type,object_type_original,material,material_original,technique,technique_original,provenance,classification,country,region,image_url,object_url,license,dataset_split,review_status,review_decision_original,review_reason,reviewer,review_date,source_branch,source_commit,source_file,enrichment_source_file,metadata_recovery_source,metadata_recovery_version,adapter_name,adapter_version,processing_timestamp,image_local_path,image_sha256,image_phash,culture_source,culture_canonical,culture_components,culture_component_count,culture_attribution_type,culture_mapping_decision,culture_mapping_basis,culture_strict_ground_truth_eligible,culture_mapping_status,culture_mapping_note,culture_mapping_version,image_download_status,image_acquisition_action,image_final_url,image_content_type,image_bytes,image_width,image_height,image_format,image_download_version
CMA:104246,CMA,104246,1922.396,Three Fragments of a Border,Three Fragments of a Border,,"Peru, Central Coast, Chancay, 12th-15th century","Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,"tabby with inset border of fancy twill, brocaded; cotton and wool","tabby with inset border of fancy twill, brocaded; cotton and wool",,Textile,,,https://openaccess-cdn.clevelandart.org/1922.396/1922.396_web.jpg,https://clevelandart.org/art/1922.396,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_104246.jpg,283af313bb8eafe50108de27cd778a9aa104708e4fe5a37799ee862a7db7cc3e,,"Peru, Central Coast, Chancay, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1922.396/1922.396_web.jpg,image/jpeg,378801,807,900,JPEG,image_download_v1
CMA:104247,CMA,104247,1922.396.a,Three Fragments of a Border,Three Fragments of a Border,,"Peru, Central Coast, Chancay, 12th-15th century","Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,"tabby with inset border of fancy twill, brocaded; cotton and wool","tabby with inset border of fancy twill, brocaded; cotton and wool",,Textile,,,https://openaccess-cdn.clevelandart.org/1922.396.a/1922.396.a_web.jpg,https://clevelandart.org/art/1922.396.a,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_104247.jpg,3996d38e0189236228978b91271171c99bdf3e5ac232d26677cf56ca3adb94f2,,"Peru, Central Coast, Chancay, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1922.396.a/1922.396.a_web.jpg,image/jpeg,197364,900,313,JPEG,image_download_v1
CMA:104248,CMA,104248,1922.396.b,Three Fragments of a Border,Three Fragments of a Border,,"Peru, Central Coast, Chancay, 12th-15th century","Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,"tabby with inset border of fancy twill, brocaded; cotton and wool","tabby with inset border of fancy twill, brocaded; cotton and wool",,Textile,,,https://openaccess-cdn.clevelandart.org/1922.396.b/1922.396.b_web.jpg,https://clevelandart.org/art/1922.396.b,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_104248.jpg,807b7823f7d6100a9a13db9d9a05e726ce7ad44a4073b4bd0b0e162a99e14d16,,"Peru, Central Coast, Chancay, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1922.396.b/1922.396.b_web.jpg,image/jpeg,201662,900,336,JPEG,image_download_v1
CMA:104249,CMA,104249,1922.396.c,Three Fragments of a Border,Three Fragments of a Border,,"Peru, Central Coast, Chancay, 12th-15th century","Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,"tabby with inset border of fancy twill, brocaded; cotton and wool","tabby with inset border of fancy twill, brocaded; cotton and wool",,Textile,,,https://openaccess-cdn.clevelandart.org/1922.396.c/1922.396.c_web.jpg,https://clevelandart.org/art/1922.396.c,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_104249.jpg,603af7c85ee66714cbf049064e9496e3270cb8f8d08fc28367d05259dcc1a965,,"Peru, Central Coast, Chancay, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1922.396.c/1922.396.c_web.jpg,image/jpeg,198168,900,293,JPEG,image_download_v1
CMA:104390,CMA,104390,1922.517,Fragment from a Mantle,Fragment from a Mantle,,"Peru, North Coast, Chimú Culture, 12th-15th century","Peru, North Coast, Chimú Culture, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,"tabby, brocaded; border: single-face pattern weave (fancy twill); cotton and wool","tabby, brocaded; border: single-face pattern weave (fancy twill); cotton and wool",,Textile,,,https://openaccess-cdn.clevelandart.org/1922.517/1922.517_web.jpg,https://clevelandart.org/art/1922.517,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_104390.jpg,ab9d040d9ed45aa5ef8aacd9d1dc1ed9cffd3f84ac0f50877016101c64304a94,,"Peru, North Coast, Chimú Culture, 12th-15th century",Chimu,Chimu,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1922.517/1922.517_web.jpg,image/jpeg,78197,750,618,JPEG,image_download_v1
CMA:108026,CMA,108026,1925.654,Fragment,Fragment,,"Peru, Central Coast, Chancay, 12th-15th century","Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,"tabby, brocaded; cotton","tabby, brocaded; cotton",,Textile,,,https://openaccess-cdn.clevelandart.org/1925.654/1925.654_web.jpg,https://clevelandart.org/art/1925.654,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_108026.jpg,b41bf6cf1d4fe5c5d94b33efe7b1ea8983fa2069599f486de6ebc8ee51d2edbf,,"Peru, Central Coast, Chancay, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1925.654/1925.654_web.jpg,image/jpeg,931551,1160,893,JPEG,image_download_v1
CMA:108033,CMA,108033,1925.660,Unfinished Cloth,Unfinished Cloth,,"Peru, Central Coast, Chancay, Pachacamac, 12th-15th century","Peru, Central Coast, Chancay, Pachacamac, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,tapestry weave; cotton and wool,tapestry weave; cotton and wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1925.660/1925.660_web.jpg,https://clevelandart.org/art/1925.660,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_108033.jpg,9df6062b59741766ebecf351026c9b8d0fae2086cc547f018a61801bf29edd7c,,"Peru, Central Coast, Chancay, Pachacamac, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1925.660/1925.660_web.jpg,image/jpeg,608630,682,893,JPEG,image_download_v1
CMA:108034,CMA,108034,1925.661,Fragment of a Double Cloth,Fragment of a Double Cloth,,"Peru, Central Coast, Chancay, 12th-15th century","Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,"tabby weave, double cloth; cotton","tabby weave, double cloth; cotton",,Textile,,,https://openaccess-cdn.clevelandart.org/1925.661/1925.661_web.jpg,https://clevelandart.org/art/1925.661,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_108034.jpg,781e645166556d51379e7d8ea6ffe0638f6073b8511fc28bb681014b293ef213,,"Peru, Central Coast, Chancay, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1925.661/1925.661_web.jpg,image/jpeg,571417,682,893,JPEG,image_download_v1
CMA:108038,CMA,108038,1925.665,Large Cloth,Large Cloth,,"Peru, North Coast, Chimú Culture, 12th-15th century","Peru, North Coast, Chimú Culture, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,plain cloth with overlaid tapestry-like decoration; cotton and wool,plain cloth with overlaid tapestry-like decoration; cotton and wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1925.665/1925.665_web.jpg,https://clevelandart.org/art/1925.665,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_108038.jpg,cfdf77e399211f9423149eeba6bfe62e8c2309ee751343aeaaa9fbe8e66ce6a7,,"Peru, North Coast, Chimú Culture, 12th-15th century",Chimu,Chimu,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1925.665/1925.665_web.jpg,image/jpeg,383365,1263,333,JPEG,image_download_v1
CMA:108042,CMA,108042,1925.667,Tapestry-woven Yoke from a Tunic,Tapestry-woven Yoke from a Tunic,"This fragment comes from the upper area of a tunic, with thick embroidery defining remnants of the neck opening. In the rectangular area on the chest are two similar long-tailed creatures rendered in a highly geometric style. Each is rotated 90 degrees, so their tails are parallel to the bottom edge. The cloven hooves on their upper legs may identify the creatures as deer or Andean camelids, such as llamas or alpacas.","Central Andes, North Central Coast, Moche-Wari Style","Central Andes, North Central Coast, Moche-Wari Style",800–1200?,800–1200?,Textile,Textile,,,"camelid fiber and cotton, tapestry weave","camelid fiber and cotton, tapestry weave",,Textile,,,https://openaccess-cdn.clevelandart.org/1925.667/1925.667_web.jpg,https://clevelandart.org/art/1925.667,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_108042.jpg,7c42d15ba415cf8ea11df7de3d10949831b7037992e4440ae15ea11e85d1db7d,,"Central Andes, North Central Coast, Moche-Wari Style",,Wari | Moche,2,composite,include_non_strict,composite_attribution,False,resolved,La fuente contiene más de una atribución cultural. Se conservan todos los componentes sin reducirlos automáticamente a una sola cultura.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1925.667/1925.667_web.jpg,image/jpeg,168622,900,575,JPEG,image_download_v1
