query_item_id,candidate_item_id,rank,ranking_method,generator_seed,reference_version
CMA:102924,CMA:114131,46,random,20260715,reference_rankings_v1
CMA:102924,MET:315786,47,random,20260715,reference_rankings_v1
CMA:102924,MET:312615,48,random,20260715,reference_rankings_v1
CMA:102924,MET:308101,49,random,20260715,reference_rankings_v1
CMA:102924,CMA:108033,50,random,20260715,reference_rankings_v1
CMA:102924,CMA:119676,51,random,20260715,reference_rankings_v1
CMA:102924,MET:308056,52,random,20260715,reference_rankings_v1
CMA:102924,CMA:152819,53,random,20260715,reference_rankings_v1
CMA:102924,CMA:134948,54,random,20260715,reference_rankings_v1
CMA:102924,MET:307841,55,random,20260715,reference_rankings_v1
CMA:102924,CMA:302272,56,random,20260715,reference_rankings_v1
CMA:102924,CMA:124413,57,random,20260715,reference_rankings_v1
CMA:102924,MET:307683,58,random,20260715,reference_rankings_v1
CMA:102924,CMA:128454,59,random,20260715,reference_rankings_v1
CMA:102924,MET:316939,60,random,20260715,reference_rankings_v1
CMA:102924,CMA:165266,61,random,20260715,reference_rankings_v1
CMA:102924,MET:308028,62,random,20260715,reference_rankings_v1
CMA:102924,MET:307941,63,random,20260715,reference_rankings_v1
CMA:102924,MET:308290,64,random,20260715,reference_rankings_v1
CMA:102924,MET:308058,65,random,20260715,reference_rankings_v1
CMA:102924,MET:751900,66,random,20260715,reference_rankings_v1
CMA:102924,MET:315690,67,random,20260715,reference_rankings_v1
CMA:102924,MET:307962,68,random,20260715,reference_rankings_v1
CMA:102924,MET:308017,69,random,20260715,reference_rankings_v1
CMA:102924,MET:307682,70,random,20260715,reference_rankings_v1
CMA:102924,MET:318460,71,random,20260715,reference_rankings_v1
CMA:102924,MET:308027,72,random,20260715,reference_rankings_v1
CMA:102924,MET:310697,73,random,20260715,reference_rankings_v1
CMA:102924,MET:308285,74,random,20260715,reference_rankings_v1
CMA:102924,MET:308021,75,random,20260715,reference_rankings_v1
CMA:102924,MET:308057,76,random,20260715,reference_rankings_v1
CMA:102924,MET:310695,77,random,20260715,reference_rankings_v1
CMA:102924,MET:317736,78,random,20260715,reference_rankings_v1
CMA:102924,MET:308036,79,random,20260715,reference_rankings_v1
CMA:102924,CMA:104248,80,random,20260715,reference_rankings_v1
CMA:102924,MET:313152,81,random,20260715,reference_rankings_v1
CMA:102924,CMA:108034,82,random,20260715,reference_rankings_v1
CMA:102924,MET:308039,83,random,20260715,reference_rankings_v1
CMA:102924,CMA:104236,84,random,20260715,reference_rankings_v1
CMA:102924,CMA:165184,85,random,20260715,reference_rankings_v1
CMA:102924,CMA:165269,86,random,20260715,reference_rankings_v1
CMA:102924,MET:308037,87,random,20260715,reference_rankings_v1
CMA:102924,CMA:108044,88,random,20260715,reference_rankings_v1
CMA:102924,CMA:108038,89,random,20260715,reference_rankings_v1
CMA:102924,CMA:104245,90,random,20260715,reference_rankings_v1
CMA:102924,MET:312614,91,random,20260715,reference_rankings_v1
CMA:102924,MET:308070,92,random,20260715,reference_rankings_v1
CMA:102924,MET:308120,93,random,20260715,reference_rankings_v1
CMA:102924,CMA:108026,94,random,20260715,reference_rankings_v1
CMA:102924,MET:308076,95,random,20260715,reference_rankings_v1
CMA:102924,CMA:104234,96,random,20260715,reference_rankings_v1
CMA:102924,CMA:157111,97,random,20260715,reference_rankings_v1
CMA:102924,MET:307964,98,random,20260715,reference_rankings_v1
CMA:102924,CMA:164430,99,random,20260715,reference_rankings_v1
CMA:102924,MET:307677,100,random,20260715,reference_rankings_v1
CMA:102924,MET:308023,101,random,20260715,reference_rankings_v1
CMA:102924,MET:307961,102,random,20260715,reference_rankings_v1
CMA:102924,CMA:164429,103,random,20260715,reference_rankings_v1
CMA:102924,CMA:134604,104,random,20260715,reference_rankings_v1
CMA:102924,MET:307959,105,random,20260715,reference_rankings_v1
CMA:102924,MET:308283,106,random,20260715,reference_rankings_v1
CMA:102924,MET:308025,107,random,20260715,reference_rankings_v1
CMA:102924,MET:308024,108,random,20260715,reference_rankings_v1
CMA:102924,MET:308034,109,random,20260715,reference_rankings_v1
CMA:102924,CMA:104249,110,random,20260715,reference_rankings_v1
CMA:102924,MET:308042,111,random,20260715,reference_rankings_v1
CMA:102924,MET:310059,112,random,20260715,reference_rankings_v1
CMA:102924,MET:308077,113,random,20260715,reference_rankings_v1
CMA:102924,MET:308078,114,random,20260715,reference_rankings_v1
CMA:102924,MET:307966,115,random,20260715,reference_rankings_v1
CMA:102924,CMA:134395,116,random,20260715,reference_rankings_v1
CMA:102924,MET:307960,117,random,20260715,reference_rankings_v1
CMA:102924,MET:318746,118,random,20260715,reference_rankings_v1
CMA:102924,MET:308106,119,random,20260715,reference_rankings_v1
CMA:102924,MET:307851,120,random,20260715,reference_rankings_v1
CMA:102924,CMA:124741,121,random,20260715,reference_rankings_v1
CMA:102924,CMA:119690,122,random,20260715,reference_rankings_v1
CMA:102924,MET:307843,123,random,20260715,reference_rankings_v1
CMA:102924,MET:307963,124,random,20260715,reference_rankings_v1
CMA:102924,MET:308060,125,random,20260715,reference_rankings_v1
CMA:102924,MET:308044,126,random,20260715,reference_rankings_v1
CMA:102924,MET:307953,127,random,20260715,reference_rankings_v1
CMA:102924,MET:307449,128,random,20260715,reference_rankings_v1
CMA:102924,CMA:119652,129,random,20260715,reference_rankings_v1
CMA:102924,MET:308035,130,random,20260715,reference_rankings_v1
CMA:102924,MET:307972,131,random,20260715,reference_rankings_v1
CMA:102924,MET:307940,132,random,20260715,reference_rankings_v1
CMA:102924,MET:307679,133,random,20260715,reference_rankings_v1
CMA:102924,MET:675980,134,random,20260715,reference_rankings_v1
CMA:102924,CMA:157112,135,random,20260715,reference_rankings_v1
CMA:102924,CMA:104247,136,random,20260715,reference_rankings_v1
CMA:102924,MET:313324,137,random,20260715,reference_rankings_v1
CMA:102924,MET:308040,138,random,20260715,reference_rankings_v1
CMA:102924,CMA:104246,139,random,20260715,reference_rankings_v1
CMA:102924,CMA:164428,140,random,20260715,reference_rankings_v1
CMA:102924,CMA:104242,141,random,20260715,reference_rankings_v1
CMA:102924,MET:307943,142,random,20260715,reference_rankings_v1
CMA:102924,MET:308098,143,random,20260715,reference_rankings_v1
CMA:102924,CMA:104240,144,random,20260715,reference_rankings_v1
CMA:102924,CMA:137312,145,random,20260715,reference_rankings_v1
CMA:102924,MET:833953,146,random,20260715,reference_rankings_v1
CMA:102924,CMA:165267,147,random,20260715,reference_rankings_v1
CMA:102924,MET:314528,148,random,20260715,reference_rankings_v1
CMA:102924,CMA:114132,149,random,20260715,reference_rankings_v1
CMA:102924,MET:307967,150,random,20260715,reference_rankings_v1
CMA:102924,CMA:126684,151,random,20260715,reference_rankings_v1
CMA:102924,CMA:104390,152,random,20260715,reference_rankings_v1
CMA:102924,MET:315772,153,random,20260715,reference_rankings_v1
CMA:102924,MET:309528,154,random,20260715,reference_rankings_v1
CMA:102924,MET:307853,155,random,20260715,reference_rankings_v1
CMA:102924,MET:308022,156,random,20260715,reference_rankings_v1
CMA:102924,MET:308282,157,random,20260715,reference_rankings_v1
CMA:102924,MET:308100,158,random,20260715,reference_rankings_v1
CMA:104234,CMA:104248,1,random,20260715,reference_rankings_v1
CMA:104234,MET:307851,2,random,20260715,reference_rankings_v1
CMA:104234,MET:308021,3,random,20260715,reference_rankings_v1
CMA:104234,CMA:119652,4,random,20260715,reference_rankings_v1
CMA:104234,MET:310699,5,random,20260715,reference_rankings_v1
CMA:104234,MET:307965,6,random,20260715,reference_rankings_v1
CMA:104234,MET:316939,7,random,20260715,reference_rankings_v1
CMA:104234,MET:307968,8,random,20260715,reference_rankings_v1
CMA:104234,MET:307941,9,random,20260715,reference_rankings_v1
CMA:104234,CMA:114132,10,random,20260715,reference_rankings_v1
CMA:104234,CMA:104242,11,random,20260715,reference_rankings_v1
CMA:104234,MET:314528,12,random,20260715,reference_rankings_v1
CMA:104234,CMA:104240,13,random,20260715,reference_rankings_v1
CMA:104234,MET:308024,14,random,20260715,reference_rankings_v1
CMA:104234,MET:312614,15,random,20260715,reference_rankings_v1
CMA:104234,CMA:104238,16,random,20260715,reference_rankings_v1
CMA:104234,MET:308039,17,random,20260715,reference_rankings_v1
CMA:104234,CMA:104245,18,random,20260715,reference_rankings_v1
CMA:104234,MET:307682,19,random,20260715,reference_rankings_v1
CMA:104234,CMA:128454,20,random,20260715,reference_rankings_v1
CMA:104234,MET:751900,21,random,20260715,reference_rankings_v1
CMA:104234,MET:307679,22,random,20260715,reference_rankings_v1
CMA:104234,MET:307843,23,random,20260715,reference_rankings_v1
CMA:104234,MET:308027,24,random,20260715,reference_rankings_v1
CMA:104234,MET:312669,25,random,20260715,reference_rankings_v1
CMA:104234,MET:308035,26,random,20260715,reference_rankings_v1
CMA:104234,CMA:292530,27,random,20260715,reference_rankings_v1
CMA:104234,CMA:137312,28,random,20260715,reference_rankings_v1
CMA:104234,CMA:108038,29,random,20260715,reference_rankings_v1
CMA:104234,MET:833953,30,random,20260715,reference_rankings_v1
CMA:104234,MET:308106,31,random,20260715,reference_rankings_v1
CMA:104234,MET:307852,32,random,20260715,reference_rankings_v1
CMA:104234,MET:308060,33,random,20260715,reference_rankings_v1
CMA:104234,MET:308037,34,random,20260715,reference_rankings_v1
CMA:104234,MET:313324,35,random,20260715,reference_rankings_v1
CMA:104234,CMA:104243,36,random,20260715,reference_rankings_v1
CMA:104234,CMA:126684,37,random,20260715,reference_rankings_v1
CMA:104234,MET:310697,38,random,20260715,reference_rankings_v1
CMA:104234,MET:308034,39,random,20260715,reference_rankings_v1
CMA:104234,CMA:119676,40,random,20260715,reference_rankings_v1
CMA:104234,MET:308053,41,random,20260715,reference_rankings_v1
CMA:104234,MET:308040,42,random,20260715,reference_rankings_v1
CMA:104234,CMA:104246,43,random,20260715,reference_rankings_v1
CMA:104234,MET:307846,44,random,20260715,reference_rankings_v1
CMA:104234,CMA:134395,45,random,20260715,reference_rankings_v1
CMA:104234,MET:307950,46,random,20260715,reference_rankings_v1
CMA:104234,MET:319574,47,random,20260715,reference_rankings_v1
CMA:104234,CMA:108033,48,random,20260715,reference_rankings_v1
CMA:104234,MET:307853,49,random,20260715,reference_rankings_v1
CMA:104234,CMA:164428,50,random,20260715,reference_rankings_v1
CMA:104234,CMA:119693,51,random,20260715,reference_rankings_v1
CMA:104234,MET:315786,52,random,20260715,reference_rankings_v1
CMA:104234,MET:310511,53,random,20260715,reference_rankings_v1
CMA:104234,MET:308023,54,random,20260715,reference_rankings_v1
CMA:104234,MET:308098,55,random,20260715,reference_rankings_v1
CMA:104234,CMA:165266,56,random,20260715,reference_rankings_v1
CMA:104234,MET:310698,57,random,20260715,reference_rankings_v1
CMA:104234,MET:308283,58,random,20260715,reference_rankings_v1
CMA:104234,MET:308016,59,random,20260715,reference_rankings_v1
CMA:104234,MET:307972,60,random,20260715,reference_rankings_v1
CMA:104234,MET:307964,61,random,20260715,reference_rankings_v1
CMA:104234,CMA:124741,62,random,20260715,reference_rankings_v1
CMA:104234,MET:315700,63,random,20260715,reference_rankings_v1
CMA:104234,MET:318460,64,random,20260715,reference_rankings_v1
CMA:104234,MET:308056,65,random,20260715,reference_rankings_v1
CMA:104234,CMA:157112,66,random,20260715,reference_rankings_v1
CMA:104234,CMA:164429,67,random,20260715,reference_rankings_v1
CMA:104234,MET:308101,68,random,20260715,reference_rankings_v1
CMA:104234,MET:313121,69,random,20260715,reference_rankings_v1
CMA:104234,CMA:119690,70,random,20260715,reference_rankings_v1
CMA:104234,MET:310059,71,random,20260715,reference_rankings_v1
CMA:104234,MET:308285,72,random,20260715,reference_rankings_v1
CMA:104234,CMA:125095,73,random,20260715,reference_rankings_v1
CMA:104234,MET:308078,74,random,20260715,reference_rankings_v1
CMA:104234,MET:308072,75,random,20260715,reference_rankings_v1
CMA:104234,MET:307806,76,random,20260715,reference_rankings_v1
CMA:104234,MET:308017,77,random,20260715,reference_rankings_v1
CMA:104234,CMA:108026,78,random,20260715,reference_rankings_v1
CMA:104234,MET:312615,79,random,20260715,reference_rankings_v1
CMA:104234,MET:308048,80,random,20260715,reference_rankings_v1
CMA:104234,MET:307844,81,random,20260715,reference_rankings_v1
CMA:104234,MET:308022,82,random,20260715,reference_rankings_v1
CMA:104234,MET:307959,83,random,20260715,reference_rankings_v1
CMA:104234,MET:308015,84,random,20260715,reference_rankings_v1
CMA:104234,MET:309528,85,random,20260715,reference_rankings_v1
CMA:104234,MET:308058,86,random,20260715,reference_rankings_v1
CMA:104234,MET:315708,87,random,20260715,reference_rankings_v1
CMA:104234,MET:307943,88,random,20260715,reference_rankings_v1
CMA:104234,MET:313153,89,random,20260715,reference_rankings_v1
CMA:104234,MET:307677,90,random,20260715,reference_rankings_v1
CMA:104234,CMA:104241,91,random,20260715,reference_rankings_v1
CMA:104234,MET:307683,92,random,20260715,reference_rankings_v1
CMA:104234,MET:307960,93,random,20260715,reference_rankings_v1
CMA:104234,MET:314363,94,random,20260715,reference_rankings_v1
CMA:104234,MET:308068,95,random,20260715,reference_rankings_v1
CMA:104234,MET:308100,96,random,20260715,reference_rankings_v1
CMA:104234,CMA:164430,97,random,20260715,reference_rankings_v1
CMA:104234,MET:307940,98,random,20260715,reference_rankings_v1
CMA:104234,CMA:134948,99,random,20260715,reference_rankings_v1
CMA:104234,MET:308026,100,random,20260715,reference_rankings_v1
CMA:104234,MET:310695,101,random,20260715,reference_rankings_v1
CMA:104234,CMA:124413,102,random,20260715,reference_rankings_v1
CMA:104234,CMA:102924,103,random,20260715,reference_rankings_v1
CMA:104234,MET:308079,104,random,20260715,reference_rankings_v1
CMA:104234,MET:307962,105,random,20260715,reference_rankings_v1
CMA:104234,CMA:165268,106,random,20260715,reference_rankings_v1
CMA:104234,MET:316945,107,random,20260715,reference_rankings_v1
CMA:104234,MET:308113,108,random,20260715,reference_rankings_v1
CMA:104234,MET:308284,109,random,20260715,reference_rankings_v1
CMA:104234,CMA:134604,110,random,20260715,reference_rankings_v1
CMA:104234,MET:308120,111,random,20260715,reference_rankings_v1
CMA:104234,MET:317736,112,random,20260715,reference_rankings_v1
CMA:104234,CMA:104390,113,random,20260715,reference_rankings_v1
CMA:104234,MET:308044,114,random,20260715,reference_rankings_v1
CMA:104234,MET:308105,115,random,20260715,reference_rankings_v1
CMA:104234,CMA:104249,116,random,20260715,reference_rankings_v1
CMA:104234,MET:308046,117,random,20260715,reference_rankings_v1
CMA:104234,MET:308036,118,random,20260715,reference_rankings_v1
CMA:104234,CMA:149062,119,random,20260715,reference_rankings_v1
CMA:104234,MET:308029,120,random,20260715,reference_rankings_v1
CMA:104234,MET:307963,121,random,20260715,reference_rankings_v1
CMA:104234,CMA:104247,122,random,20260715,reference_rankings_v1
CMA:104234,MET:308290,123,random,20260715,reference_rankings_v1
CMA:104234,CMA:104244,124,random,20260715,reference_rankings_v1
CMA:104234,MET:307991,125,random,20260715,reference_rankings_v1
CMA:104234,CMA:302272,126,random,20260715,reference_rankings_v1
CMA:104234,CMA:155934,127,random,20260715,reference_rankings_v1
CMA:104234,MET:319524,128,random,20260715,reference_rankings_v1
CMA:104234,MET:316913,129,random,20260715,reference_rankings_v1
CMA:104234,MET:308077,130,random,20260715,reference_rankings_v1
CMA:104234,MET:307841,131,random,20260715,reference_rankings_v1
CMA:104234,MET:308025,132,random,20260715,reference_rankings_v1
CMA:104234,MET:308076,133,random,20260715,reference_rankings_v1
CMA:104234,MET:315690,134,random,20260715,reference_rankings_v1
CMA:104234,MET:675980,135,random,20260715,reference_rankings_v1
CMA:104234,MET:315772,136,random,20260715,reference_rankings_v1
CMA:104234,MET:318746,137,random,20260715,reference_rankings_v1
CMA:104234,MET:313152,138,random,20260715,reference_rankings_v1
CMA:104234,CMA:114131,139,random,20260715,reference_rankings_v1
CMA:104234,MET:307967,140,random,20260715,reference_rankings_v1
CMA:104234,CMA:152819,141,random,20260715,reference_rankings_v1
CMA:104234,MET:307449,142,random,20260715,reference_rankings_v1
CMA:104234,CMA:157111,143,random,20260715,reference_rankings_v1
CMA:104234,MET:308282,144,random,20260715,reference_rankings_v1
CMA:104234,MET:308042,145,random,20260715,reference_rankings_v1
CMA:104234,MET:307966,146,random,20260715,reference_rankings_v1
CMA:104234,MET:308057,147,random,20260715,reference_rankings_v1
CMA:104234,MET:307944,148,random,20260715,reference_rankings_v1
CMA:104234,CMA:165269,149,random,20260715,reference_rankings_v1
CMA:104234,MET:308028,150,random,20260715,reference_rankings_v1
CMA:104234,MET:307953,151,random,20260715,reference_rankings_v1
CMA:104234,CMA:108044,152,random,20260715,reference_rankings_v1
CMA:104234,MET:307961,153,random,20260715,reference_rankings_v1
CMA:104234,CMA:165184,154,random,20260715,reference_rankings_v1
CMA:104234,CMA:104236,155,random,20260715,reference_rankings_v1
CMA:104234,CMA:108034,156,random,20260715,reference_rankings_v1
CMA:104234,CMA:165267,157,random,20260715,reference_rankings_v1
CMA:104234,MET:308070,158,random,20260715,reference_rankings_v1
CMA:104236,MET:318460,1,random,20260715,reference_rankings_v1
CMA:104236,MET:314528,2,random,20260715,reference_rankings_v1
CMA:104236,MET:319524,3,random,20260715,reference_rankings_v1
CMA:104236,MET:313153,4,random,20260715,reference_rankings_v1
CMA:104236,MET:317736,5,random,20260715,reference_rankings_v1
CMA:104236,CMA:165268,6,random,20260715,reference_rankings_v1
CMA:104236,CMA:108044,7,random,20260715,reference_rankings_v1
CMA:104236,CMA:126684,8,random,20260715,reference_rankings_v1
CMA:104236,MET:307960,9,random,20260715,reference_rankings_v1
CMA:104236,MET:310511,10,random,20260715,reference_rankings_v1
CMA:104236,CMA:125095,11,random,20260715,reference_rankings_v1
CMA:104236,MET:307950,12,random,20260715,reference_rankings_v1
CMA:104236,MET:318746,13,random,20260715,reference_rankings_v1
CMA:104236,MET:307968,14,random,20260715,reference_rankings_v1
CMA:104236,CMA:104234,15,random,20260715,reference_rankings_v1
CMA:104236,MET:310698,16,random,20260715,reference_rankings_v1
CMA:104236,MET:308021,17,random,20260715,reference_rankings_v1
CMA:104236,MET:316945,18,random,20260715,reference_rankings_v1
CMA:104236,MET:313121,19,random,20260715,reference_rankings_v1
CMA:104236,MET:308100,20,random,20260715,reference_rankings_v1
CMA:104236,CMA:108034,21,random,20260715,reference_rankings_v1
CMA:104236,MET:307967,22,random,20260715,reference_rankings_v1
CMA:104236,CMA:104245,23,random,20260715,reference_rankings_v1
CMA:104236,CMA:149062,24,random,20260715,reference_rankings_v1
CMA:104236,CMA:102924,25,random,20260715,reference_rankings_v1
CMA:104236,CMA:104240,26,random,20260715,reference_rankings_v1
CMA:104236,MET:307843,27,random,20260715,reference_rankings_v1
CMA:104236,MET:308036,28,random,20260715,reference_rankings_v1
CMA:104236,MET:308068,29,random,20260715,reference_rankings_v1
CMA:104236,CMA:104246,30,random,20260715,reference_rankings_v1
CMA:104236,MET:308057,31,random,20260715,reference_rankings_v1
CMA:104236,MET:307940,32,random,20260715,reference_rankings_v1
CMA:104236,MET:314363,33,random,20260715,reference_rankings_v1
CMA:104236,MET:307844,34,random,20260715,reference_rankings_v1
CMA:104236,MET:308046,35,random,20260715,reference_rankings_v1
CMA:104236,CMA:104241,36,random,20260715,reference_rankings_v1
CMA:104236,CMA:165267,37,random,20260715,reference_rankings_v1
CMA:104236,CMA:114132,38,random,20260715,reference_rankings_v1
CMA:104236,CMA:302272,39,random,20260715,reference_rankings_v1
CMA:104236,MET:312614,40,random,20260715,reference_rankings_v1
CMA:104236,MET:308015,41,random,20260715,reference_rankings_v1
CMA:104236,MET:308026,42,random,20260715,reference_rankings_v1
CMA:104236,MET:315690,43,random,20260715,reference_rankings_v1
CMA:104236,MET:315772,44,random,20260715,reference_rankings_v1
CMA:104236,MET:308053,45,random,20260715,reference_rankings_v1
CMA:104236,MET:307841,46,random,20260715,reference_rankings_v1
CMA:104236,MET:308035,47,random,20260715,reference_rankings_v1
CMA:104236,MET:308290,48,random,20260715,reference_rankings_v1
CMA:104236,MET:308017,49,random,20260715,reference_rankings_v1
CMA:104236,CMA:134604,50,random,20260715,reference_rankings_v1
CMA:104236,MET:307959,51,random,20260715,reference_rankings_v1
CMA:104236,CMA:165266,52,random,20260715,reference_rankings_v1
CMA:104236,CMA:157111,53,random,20260715,reference_rankings_v1
CMA:104236,MET:307944,54,random,20260715,reference_rankings_v1
CMA:104236,CMA:134395,55,random,20260715,reference_rankings_v1
CMA:104236,MET:307806,56,random,20260715,reference_rankings_v1
CMA:104236,CMA:292530,57,random,20260715,reference_rankings_v1
CMA:104236,MET:307677,58,random,20260715,reference_rankings_v1
CMA:104236,MET:308072,59,random,20260715,reference_rankings_v1
CMA:104236,MET:312615,60,random,20260715,reference_rankings_v1
CMA:104236,MET:308034,61,random,20260715,reference_rankings_v1
CMA:104236,MET:315786,62,random,20260715,reference_rankings_v1
CMA:104236,MET:308029,63,random,20260715,reference_rankings_v1
CMA:104236,CMA:155934,64,random,20260715,reference_rankings_v1
CMA:104236,MET:308023,65,random,20260715,reference_rankings_v1
CMA:104236,MET:307964,66,random,20260715,reference_rankings_v1
CMA:104236,MET:309528,67,random,20260715,reference_rankings_v1
CMA:104236,MET:308285,68,random,20260715,reference_rankings_v1
CMA:104236,MET:307963,69,random,20260715,reference_rankings_v1
CMA:104236,MET:316913,70,random,20260715,reference_rankings_v1
CMA:104236,CMA:104249,71,random,20260715,reference_rankings_v1
CMA:104236,MET:308058,72,random,20260715,reference_rankings_v1
CMA:104236,MET:308028,73,random,20260715,reference_rankings_v1
CMA:104236,CMA:108026,74,random,20260715,reference_rankings_v1
CMA:104236,MET:308040,75,random,20260715,reference_rankings_v1
CMA:104236,MET:307853,76,random,20260715,reference_rankings_v1
CMA:104236,CMA:119676,77,random,20260715,reference_rankings_v1
CMA:104236,MET:310697,78,random,20260715,reference_rankings_v1
CMA:104236,MET:310699,79,random,20260715,reference_rankings_v1
CMA:104236,MET:308282,80,random,20260715,reference_rankings_v1
CMA:104236,MET:307972,81,random,20260715,reference_rankings_v1
CMA:104236,MET:315700,82,random,20260715,reference_rankings_v1
CMA:104236,MET:833953,83,random,20260715,reference_rankings_v1
CMA:104236,MET:310059,84,random,20260715,reference_rankings_v1
CMA:104236,MET:308024,85,random,20260715,reference_rankings_v1
CMA:104236,MET:308037,86,random,20260715,reference_rankings_v1
CMA:104236,CMA:157112,87,random,20260715,reference_rankings_v1
CMA:104236,CMA:124413,88,random,20260715,reference_rankings_v1
CMA:104236,CMA:164429,89,random,20260715,reference_rankings_v1
CMA:104236,MET:312669,90,random,20260715,reference_rankings_v1
CMA:104236,MET:307962,91,random,20260715,reference_rankings_v1
CMA:104236,MET:308042,92,random,20260715,reference_rankings_v1
CMA:104236,CMA:104243,93,random,20260715,reference_rankings_v1
CMA:104236,CMA:165269,94,random,20260715,reference_rankings_v1
CMA:104236,MET:315708,95,random,20260715,reference_rankings_v1
CMA:104236,CMA:164430,96,random,20260715,reference_rankings_v1
CMA:104236,CMA:108038,97,random,20260715,reference_rankings_v1
CMA:104236,CMA:137312,98,random,20260715,reference_rankings_v1
CMA:104236,MET:308076,99,random,20260715,reference_rankings_v1
CMA:104236,CMA:128454,100,random,20260715,reference_rankings_v1
CMA:104236,MET:308044,101,random,20260715,reference_rankings_v1
CMA:104236,MET:307679,102,random,20260715,reference_rankings_v1
CMA:104236,MET:316939,103,random,20260715,reference_rankings_v1
CMA:104236,MET:307852,104,random,20260715,reference_rankings_v1
CMA:104236,MET:308078,105,random,20260715,reference_rankings_v1
CMA:104236,MET:307846,106,random,20260715,reference_rankings_v1
CMA:104236,MET:308048,107,random,20260715,reference_rankings_v1
CMA:104236,MET:313152,108,random,20260715,reference_rankings_v1
CMA:104236,MET:319574,109,random,20260715,reference_rankings_v1
CMA:104236,MET:675980,110,random,20260715,reference_rankings_v1
CMA:104236,MET:308025,111,random,20260715,reference_rankings_v1
CMA:104236,CMA:104244,112,random,20260715,reference_rankings_v1
CMA:104236,MET:308079,113,random,20260715,reference_rankings_v1
CMA:104236,CMA:114131,114,random,20260715,reference_rankings_v1
CMA:104236,MET:308022,115,random,20260715,reference_rankings_v1
CMA:104236,MET:307991,116,random,20260715,reference_rankings_v1
CMA:104236,MET:751900,117,random,20260715,reference_rankings_v1
CMA:104236,MET:307851,118,random,20260715,reference_rankings_v1
CMA:104236,MET:308016,119,random,20260715,reference_rankings_v1
CMA:104236,MET:308113,120,random,20260715,reference_rankings_v1
CMA:104236,MET:308105,121,random,20260715,reference_rankings_v1
CMA:104236,CMA:165184,122,random,20260715,reference_rankings_v1
CMA:104236,MET:308070,123,random,20260715,reference_rankings_v1
CMA:104236,MET:308077,124,random,20260715,reference_rankings_v1
CMA:104236,CMA:104242,125,random,20260715,reference_rankings_v1
CMA:104236,CMA:119690,126,random,20260715,reference_rankings_v1
CMA:104236,CMA:108033,127,random,20260715,reference_rankings_v1
CMA:104236,MET:307941,128,random,20260715,reference_rankings_v1
CMA:104236,MET:307953,129,random,20260715,reference_rankings_v1
